node	Australia	Bangladesh	Canada	China	Czech Republic	Germany	Ireland	Portugal	Taiwan	UK	USA
Node_48	3.584653118688799e-14	3.5846551174546326e-14	6.142772055589617e-14	0.999999999998574	3.5846551448557155e-14	3.584654536613189e-14	7.364038028356377e-14	3.5846566023730204e-14	1.1497465737502412e-13	6.726379148954017e-13	3.242348804302447e-13
SRR28113972	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR363321	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ERR330835	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SRR6388686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR7800634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR12051521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_86	3.027344245497691e-13	3.02734593351381e-13	5.18775039541216e-13	9.421457607974516e-13	3.0273459566548245e-13	3.0273454429762473e-13	6.219145175454351e-13	3.0273471875707537e-13	9.709945589091331e-13	5.68062362951036e-12	0.9999999999897519
Node_87	1.1130841626482622e-10	1.1130847832925813e-10	1.9074153240066138e-10	3.4640511293337863e-10	1.113084791800995e-10	1.1130846029333134e-10	2.2866352283205735e-10	1.1130852443801918e-10	3.570121459251852e-10	2.0886333641696497e-09	0.9999999962320019
SRR7800637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR7800491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_28	3.5846493608658266e-14	3.584651359629565e-14	6.142765616068364e-14	0.999999999998574	3.5846513870306196e-14	3.58465077878873e-14	7.364030308571406e-14	3.584652844546396e-14	1.1497453684609303e-13	6.726372097632383e-13	3.2423454053200576e-13
Node_31	3.5846493608658266e-14	3.584651359629565e-14	6.142765616068364e-14	0.999999999998574	3.5846513870306196e-14	3.58465077878873e-14	7.364030308571406e-14	3.584652844546396e-14	1.1497453684609303e-13	6.726372097632383e-13	3.2423454053200576e-13
SRR28113968	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_43	3.5846494438069544e-14	3.5846514425707396e-14	6.142765758198838e-14	0.999999999998574	3.584651469971794e-14	3.584650861729891e-14	7.364030478959334e-14	3.584652927487605e-14	1.149745395063582e-13	6.726372253266263e-13	3.242345480341004e-13
SRR28113980	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_47	3.5844766973993826e-14	3.584478696066846e-14	6.142469734631144e-14	0.999999999998574	3.58447872346658e-14	3.5844781152539887e-14	7.363675601911961e-14	3.5844801809121525e-14	1.149689988143119e-13	6.726048105351395e-13	3.242189229766822e-13
SRR7800636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR7800643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR7800488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR7800490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR28113970	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_27	3.5846493442338645e-14	3.5846513429975935e-14	6.142765587567321e-14	0.999999999998574	3.584651370398648e-14	3.584650762156761e-14	7.364030274403972e-14	3.584652827914418e-14	1.149745363126372e-13	6.726372066423538e-13	3.2423453902763085e-13
Node_30	3.5846493442338645e-14	3.5846513429975935e-14	6.142765587567321e-14	0.999999999998574	3.584651370398648e-14	3.584650762156761e-14	7.364030274403972e-14	3.584652827914418e-14	1.149745363126372e-13	6.726372066423538e-13	3.2423453902763085e-13
SRR28113965	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113983	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_42	3.58654402217191e-14	3.586546021992092e-14	6.14601236607191e-14	0.9999999999985733	3.5865460494076295e-14	3.586545440844255e-14	7.367922556286007e-14	3.586547507693774e-14	1.1503530647352865e-13	6.729927312009229e-13	3.2440591423587435e-13
SRR28113986	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113975	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_26	3.5844766972175975e-14	3.584478695885061e-14	6.142469734319632e-14	0.999999999998574	3.584478723284795e-14	3.5844781150722036e-14	7.363675601538515e-14	3.5844801807303674e-14	1.1496899880848133e-13	6.726048105010287e-13	3.2421892296023955e-13
SRR28113962	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_29	3.5844766972175975e-14	3.584478695885061e-14	6.142469734319632e-14	0.999999999998574	3.584478723284795e-14	3.5844781150722036e-14	7.363675601538515e-14	3.5844801807303674e-14	1.1496899880848133e-13	6.726048105010287e-13	3.2421892296023955e-13
SRR28113979	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_39	3.584822107458378e-14	3.5848241063184383e-14	6.143061639953043e-14	0.9999999999985739	3.584824133720813e-14	3.584823525449612e-14	7.364385185998788e-14	3.5848255913068284e-14	1.1498007754407235e-13	6.726696245894354e-13	3.2425016560615554e-13
Node_41	3.933483679806996e-13	3.9334858730771754e-13	6.740538855339631e-13	0.9999999999843507	3.9334859031447186e-13	3.9334852357127596e-13	8.080648933923418e-13	3.9334875024962717e-13	1.2616309679121302e-12	7.380938051903498e-12	3.5578689718882716e-12
SRR28113977	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113985	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113960	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113966	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_34	3.584649352554244e-14	3.584651351317978e-14	6.14276560182538e-14	0.999999999998574	3.584651378719032e-14	3.584650770477145e-14	7.364030291496725e-14	3.584652836234806e-14	1.1497453657950621e-13	6.726372082036214e-13	3.242345397802162e-13
Node_38	3.584649360870225e-14	3.584651359633964e-14	6.142765616075901e-14	0.999999999998574	3.5846513870350177e-14	3.5846507787931284e-14	7.364030308580442e-14	3.584652844550795e-14	1.1497453684623412e-13	6.726372097640636e-13	3.2423454053240365e-13
Node_40	7.422446992270079e-09	7.422451130950437e-09	1.2719333910024033e-08	0.9999997046991773	7.42245118768761e-09	7.422449928249733e-09	1.524810912095439e-08	7.422454205649064e-09	2.380685861544904e-08	1.3927761217041835e-07	6.713665544070314e-08
SRR28113971	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113978	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_33	3.5844766972180084e-14	3.584478695885472e-14	6.142469734320335e-14	0.999999999998574	3.584478723285206e-14	3.5844781150726144e-14	7.36367560153936e-14	3.584480180730778e-14	1.149689988084945e-13	6.726048105011058e-13	3.242189229602767e-13
SRR28113964	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_37	3.5846493525494644e-14	3.5846513513131984e-14	6.14276560181719e-14	0.999999999998574	3.584651378714253e-14	3.584650770472365e-14	7.364030291486906e-14	3.584652836230026e-14	1.149745365793529e-13	6.726372082027246e-13	3.2423453977978385e-13
SRR28113973	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113987	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113974	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113963	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113984	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_36	3.584649344233483e-14	3.584651342997213e-14	6.142765587566669e-14	0.999999999998574	3.584651370398267e-14	3.58465076215638e-14	7.364030274403188e-14	3.584652827914037e-14	1.1497453631262498e-13	6.726372066422823e-13	3.242345390275964e-13
Node_35	3.5844766972175975e-14	3.584478695885061e-14	6.142469734319632e-14	0.999999999998574	3.584478723284795e-14	3.5844781150722036e-14	7.363675601538515e-14	3.5844801807303674e-14	1.1496899880848133e-13	6.726048105010287e-13	3.2421892296023955e-13
SRR28113961	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113982	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113967	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
